,광역권,지역명,규모구분,연도,월,분양가,평당분양가,평가,날짜
940,수도권,인천,전체,2016,9,3168.0,960.0,보통,2016-09-01
941,수도권,인천,전용면적 60㎡이하,2016,9,3002.0,909.0,보통,2016-09-01
942,수도권,인천,전용면적 60㎡초과 85㎡이하,2016,9,3121.0,945.0,보통,2016-09-01
943,수도권,인천,전용면적 85㎡초과 102㎡이하,2016,9,3366.0,1020.0,보통,2016-09-01
944,수도권,인천,전용면적 102㎡초과,2016,9,3632.0,1100.0,보통,2016-09-01
945,수도권,경기,전체,2016,9,3360.0,1018.0,보통,2016-09-01
946,수도권,경기,전용면적 60㎡이하,2016,9,3444.0,1043.0,보통,2016-09-01
947,수도권,경기,전용면적 60㎡초과 85㎡이하,2016,9,3316.0,1004.0,보통,2016-09-01
948,수도권,경기,전용면적 85㎡초과 102㎡이하,2016,9,3280.0,993.0,보통,2016-09-01
949,수도권,경기,전용면적 102㎡초과,2016,9,4079.0,1236.0,보통,2016-09-01
950,비수도권,부산,전체,2016,9,3200.0,969.0,보통,2016-09-01
951,비수도권,부산,전용면적 60㎡이하,2016,9,3047.0,923.0,보통,2016-09-01
952,비수도권,부산,전용면적 60㎡초과 85㎡이하,2016,9,3107.0,941.0,보통,2016-09-01
953,비수도권,부산,전용면적 85㎡초과 102㎡이하,2016,9,3383.0,1025.0,보통,2016-09-01
954,비수도권,부산,전용면적 102㎡초과,2016,9,3874.0,1173.0,보통,2016-09-01
955,비수도권,대구,전체,2016,9,3147.0,953.0,보통,2016-09-01
956,비수도권,대구,전용면적 60㎡이하,2016,9,3182.0,964.0,보통,2016-09-01
957,비수도권,대구,전용면적 60㎡초과 85㎡이하,2016,9,3154.0,955.0,보통,2016-09-01
958,비수도권,대구,전용면적 85㎡초과 102㎡이하,2016,9,3045.0,922.0,보통,2016-09-01
959,비수도권,대구,전용면적 102㎡초과,2016,9,3045.0,922.0,보통,2016-09-01
960,비수도권,광주,전체,2016,9,2721.0,824.0,보통,2016-09-01
961,비수도권,광주,전용면적 60㎡이하,2016,9,2567.0,777.0,저렴,2016-09-01
962,비수도권,광주,전용면적 60㎡초과 85㎡이하,2016,9,2724.0,825.0,보통,2016-09-01
963,비수도권,광주,전용면적 85㎡초과 102㎡이하,2016,9,2754.0,834.0,보통,2016-09-01
964,비수도권,광주,전용면적 102㎡초과,2016,9,3087.0,935.0,보통,2016-09-01
965,비수도권,대전,전체,2016,9,2517.0,762.0,저렴,2016-09-01
966,비수도권,대전,전용면적 60㎡이하,2016,9,2602.0,788.0,저렴,2016-09-01
967,비수도권,대전,전용면적 60㎡초과 85㎡이하,2016,9,2492.0,755.0,저렴,2016-09-01
968,비수도권,대전,전용면적 85㎡초과 102㎡이하,2016,9,,,False,2016-09-01
969,비수도권,대전,전용면적 102㎡초과,2016,9,,,False,2016-09-01
970,비수도권,울산,전체,2016,9,2976.0,901.0,보통,2016-09-01
971,비수도권,울산,전용면적 60㎡이하,2016,9,2557.0,774.0,저렴,2016-09-01
972,비수도권,울산,전용면적 60㎡초과 85㎡이하,2016,9,2990.0,906.0,보통,2016-09-01
973,비수도권,울산,전용면적 85㎡초과 102㎡이하,2016,9,2663.0,806.0,보통,2016-09-01
974,비수도권,울산,전용면적 102㎡초과,2016,9,2967.0,899.0,보통,2016-09-01
975,비수도권,세종,전체,2016,9,2689.0,814.0,보통,2016-09-01
976,비수도권,세종,전용면적 60㎡이하,2016,9,2698.0,817.0,보통,2016-09-01
977,비수도권,세종,전용면적 60㎡초과 85㎡이하,2016,9,2738.0,829.0,보통,2016-09-01
978,비수도권,세종,전용면적 85㎡초과 102㎡이하,2016,9,2665.0,807.0,보통,2016-09-01
979,비수도권,세종,전용면적 102㎡초과,2016,9,2638.0,799.0,저렴,2016-09-01
980,비수도권,강원,전체,2016,9,2100.0,636.0,저렴,2016-09-01
981,비수도권,강원,전용면적 60㎡이하,2016,9,2075.0,628.0,저렴,2016-09-01
982,비수도권,강원,전용면적 60㎡초과 85㎡이하,2016,9,2135.0,646.0,저렴,2016-09-01
983,비수도권,강원,전용면적 85㎡초과 102㎡이하,2016,9,,,False,2016-09-01
984,비수도권,강원,전용면적 102㎡초과,2016,9,2380.0,721.0,저렴,2016-09-01
985,비수도권,충북,전체,2016,9,2125.0,643.0,저렴,2016-09-01
986,비수도권,충북,전용면적 60㎡이하,2016,9,2044.0,619.0,저렴,2016-09-01
987,비수도권,충북,전용면적 60㎡초과 85㎡이하,2016,9,2153.0,652.0,저렴,2016-09-01
988,비수도권,충북,전용면적 85㎡초과 102㎡이하,2016,9,2321.0,703.0,저렴,2016-09-01
989,비수도권,충북,전용면적 102㎡초과,2016,9,2243.0,679.0,저렴,2016-09-01
990,비수도권,충남,전체,2016,9,2236.0,677.0,저렴,2016-09-01
991,비수도권,충남,전용면적 60㎡이하,2016,9,2328.0,705.0,저렴,2016-09-01
992,비수도권,충남,전용면적 60㎡초과 85㎡이하,2016,9,2225.0,674.0,저렴,2016-09-01
993,비수도권,충남,전용면적 85㎡초과 102㎡이하,2016,9,2614.0,792.0,저렴,2016-09-01
994,비수도권,충남,전용면적 102㎡초과,2016,9,2765.0,837.0,보통,2016-09-01
995,비수도권,전북,전체,2016,9,1925.0,583.0,저렴,2016-09-01
996,비수도권,전북,전용면적 60㎡이하,2016,9,1935.0,586.0,저렴,2016-09-01
997,비수도권,전북,전용면적 60㎡초과 85㎡이하,2016,9,1930.0,584.0,저렴,2016-09-01
998,비수도권,전북,전용면적 85㎡초과 102㎡이하,2016,9,2297.0,696.0,저렴,2016-09-01
999,비수도권,전북,전용면적 102㎡초과,2016,9,2323.0,703.0,저렴,2016-09-01
1000,비수도권,전남,전체,2016,9,1972.0,597.0,저렴,2016-09-01
1001,비수도권,전남,전용면적 60㎡이하,2016,9,1997.0,605.0,저렴,2016-09-01
1002,비수도권,전남,전용면적 60㎡초과 85㎡이하,2016,9,1966.0,595.0,저렴,2016-09-01
1003,비수도권,전남,전용면적 85㎡초과 102㎡이하,2016,9,2364.0,716.0,저렴,2016-09-01
1004,비수도권,전남,전용면적 102㎡초과,2016,9,2264.0,686.0,저렴,2016-09-01
1005,비수도권,경북,전체,2016,9,2251.0,682.0,저렴,2016-09-01
1006,비수도권,경북,전용면적 60㎡이하,2016,9,2118.0,641.0,저렴,2016-09-01
1007,비수도권,경북,전용면적 60㎡초과 85㎡이하,2016,9,2263.0,685.0,저렴,2016-09-01
1008,비수도권,경북,전용면적 85㎡초과 102㎡이하,2016,9,2630.0,796.0,저렴,2016-09-01
1009,비수도권,경북,전용면적 102㎡초과,2016,9,2550.0,772.0,저렴,2016-09-01
1010,비수도권,경남,전체,2016,9,2391.0,724.0,저렴,2016-09-01
1011,비수도권,경남,전용면적 60㎡이하,2016,9,2429.0,736.0,저렴,2016-09-01
1012,비수도권,경남,전용면적 60㎡초과 85㎡이하,2016,9,2387.0,723.0,저렴,2016-09-01
1013,비수도권,경남,전용면적 85㎡초과 102㎡이하,2016,9,2844.0,861.0,보통,2016-09-01
1014,비수도권,경남,전용면적 102㎡초과,2016,9,2736.0,829.0,보통,2016-09-01
1015,비수도권,제주,전체,2016,9,3083.0,934.0,보통,2016-09-01
1016,비수도권,제주,전용면적 60㎡이하,2016,9,4091.0,1239.0,보통,2016-09-01
1017,비수도권,제주,전용면적 60㎡초과 85㎡이하,2016,9,2994.0,907.0,보통,2016-09-01
1018,비수도권,제주,전용면적 85㎡초과 102㎡이하,2016,9,3157.0,956.0,보통,2016-09-01
1019,비수도권,제주,전용면적 102㎡초과,2016,9,3082.0,933.0,보통,2016-09-01
1020,수도권,서울,전체,2016,10,6400.0,1939.0,비쌈,2016-10-01
1021,수도권,서울,전용면적 60㎡이하,2016,10,6661.0,2018.0,비쌈,2016-10-01
1022,수도권,서울,전용면적 60㎡초과 85㎡이하,2016,10,6537.0,1980.0,비쌈,2016-10-01
1023,수도권,서울,전용면적 85㎡초과 102㎡이하,2016,10,7400.0,2242.0,비쌈,2016-10-01
1024,수도권,서울,전용면적 102㎡초과,2016,10,7241.0,2194.0,비쌈,2016-10-01
1025,수도권,인천,전체,2016,10,3198.0,969.0,보통,2016-10-01
1026,수도권,인천,전용면적 60㎡이하,2016,10,3041.0,921.0,보통,2016-10-01
1027,수도권,인천,전용면적 60㎡초과 85㎡이하,2016,10,3153.0,955.0,보통,2016-10-01
1028,수도권,인천,전용면적 85㎡초과 102㎡이하,2016,10,3311.0,1003.0,보통,2016-10-01
1029,수도권,인천,전용면적 102㎡초과,2016,10,4201.0,1273.0,보통,2016-10-01
1030,수도권,경기,전체,2016,10,3431.0,1039.0,보통,2016-10-01
1031,수도권,경기,전용면적 60㎡이하,2016,10,3508.0,1063.0,보통,2016-10-01
1032,수도권,경기,전용면적 60㎡초과 85㎡이하,2016,10,3389.0,1026.0,보통,2016-10-01
1033,수도권,경기,전용면적 85㎡초과 102㎡이하,2016,10,3305.0,1001.0,보통,2016-10-01
1034,수도권,경기,전용면적 102㎡초과,2016,10,4219.0,1278.0,보통,2016-10-01
1035,비수도권,부산,전체,2016,10,3097.0,938.0,보통,2016-10-01
1036,비수도권,부산,전용면적 60㎡이하,2016,10,3070.0,930.0,보통,2016-10-01
1037,비수도권,부산,전용면적 60㎡초과 85㎡이하,2016,10,3087.0,935.0,보통,2016-10-01
1038,비수도권,부산,전용면적 85㎡초과 102㎡이하,2016,10,3395.0,1028.0,보통,2016-10-01
1039,비수도권,부산,전용면적 102㎡초과,2016,10,3840.0,1163.0,보통,2016-10-01
1040,비수도권,대구,전체,2016,10,3147.0,953.0,보통,2016-10-01
1041,비수도권,대구,전용면적 60㎡이하,2016,10,3182.0,964.0,보통,2016-10-01
1042,비수도권,대구,전용면적 60㎡초과 85㎡이하,2016,10,3154.0,955.0,보통,2016-10-01
1043,비수도권,대구,전용면적 85㎡초과 102㎡이하,2016,10,3045.0,922.0,보통,2016-10-01
1044,비수도권,대구,전용면적 102㎡초과,2016,10,3045.0,922.0,보통,2016-10-01
1045,비수도권,광주,전체,2016,10,2725.0,825.0,보통,2016-10-01
1046,비수도권,광주,전용면적 60㎡이하,2016,10,2568.0,778.0,저렴,2016-10-01
1047,비수도권,광주,전용면적 60㎡초과 85㎡이하,2016,10,2728.0,826.0,보통,2016-10-01
1048,비수도권,광주,전용면적 85㎡초과 102㎡이하,2016,10,2754.0,834.0,보통,2016-10-01
1049,비수도권,광주,전용면적 102㎡초과,2016,10,3087.0,935.0,보통,2016-10-01
1050,비수도권,대전,전체,2016,10,3066.0,929.0,보통,2016-10-01
1051,비수도권,대전,전용면적 60㎡이하,2016,10,3013.0,913.0,보통,2016-10-01
1052,비수도권,대전,전용면적 60㎡초과 85㎡이하,2016,10,3072.0,930.0,보통,2016-10-01
1053,비수도권,대전,전용면적 85㎡초과 102㎡이하,2016,10,2600.0,787.0,저렴,2016-10-01
1054,비수도권,대전,전용면적 102㎡초과,2016,10,4328.0,1311.0,보통,2016-10-01
1055,비수도권,울산,전체,2016,10,3205.0,971.0,보통,2016-10-01
1056,비수도권,울산,전용면적 60㎡이하,2016,10,2557.0,774.0,저렴,2016-10-01
1057,비수도권,울산,전용면적 60㎡초과 85㎡이하,2016,10,3223.0,976.0,보통,2016-10-01
1058,비수도권,울산,전용면적 85㎡초과 102㎡이하,2016,10,2663.0,806.0,보통,2016-10-01
1059,비수도권,울산,전용면적 102㎡초과,2016,10,3033.0,919.0,보통,2016-10-01
1060,비수도권,세종,전체,2016,10,2700.0,818.0,보통,2016-10-01
1061,비수도권,세종,전용면적 60㎡이하,2016,10,2778.0,841.0,보통,2016-10-01
1062,비수도권,세종,전용면적 60㎡초과 85㎡이하,2016,10,2709.0,820.0,보통,2016-10-01
1063,비수도권,세종,전용면적 85㎡초과 102㎡이하,2016,10,2687.0,814.0,보통,2016-10-01
1064,비수도권,세종,전용면적 102㎡초과,2016,10,2651.0,803.0,보통,2016-10-01
1065,비수도권,강원,전체,2016,10,2137.0,647.0,저렴,2016-10-01
1066,비수도권,강원,전용면적 60㎡이하,2016,10,2111.0,639.0,저렴,2016-10-01
1067,비수도권,강원,전용면적 60㎡초과 85㎡이하,2016,10,2138.0,647.0,저렴,2016-10-01
1068,비수도권,강원,전용면적 85㎡초과 102㎡이하,2016,10,2031.0,615.0,저렴,2016-10-01
1069,비수도권,강원,전용면적 102㎡초과,2016,10,2191.0,663.0,저렴,2016-10-01
1070,비수도권,충북,전체,2016,10,2098.0,635.0,저렴,2016-10-01
1071,비수도권,충북,전용면적 60㎡이하,2016,10,2078.0,629.0,저렴,2016-10-01
1072,비수도권,충북,전용면적 60㎡초과 85㎡이하,2016,10,2169.0,657.0,저렴,2016-10-01
1073,비수도권,충북,전용면적 85㎡초과 102㎡이하,2016,10,2684.0,813.0,보통,2016-10-01
1074,비수도권,충북,전용면적 102㎡초과,2016,10,2247.0,680.0,저렴,2016-10-01
1075,비수도권,충남,전체,2016,10,2247.0,680.0,저렴,2016-10-01
1076,비수도권,충남,전용면적 60㎡이하,2016,10,2290.0,693.0,저렴,2016-10-01
1077,비수도권,충남,전용면적 60㎡초과 85㎡이하,2016,10,2243.0,679.0,저렴,2016-10-01
1078,비수도권,충남,전용면적 85㎡초과 102㎡이하,2016,10,2614.0,792.0,저렴,2016-10-01
1079,비수도권,충남,전용면적 102㎡초과,2016,10,2765.0,837.0,보통,2016-10-01
1080,비수도권,전북,전체,2016,10,1927.0,583.0,저렴,2016-10-01
1081,비수도권,전북,전용면적 60㎡이하,2016,10,1942.0,588.0,저렴,2016-10-01
1082,비수도권,전북,전용면적 60㎡초과 85㎡이하,2016,10,1933.0,585.0,저렴,2016-10-01
1083,비수도권,전북,전용면적 85㎡초과 102㎡이하,2016,10,2305.0,698.0,저렴,2016-10-01
1084,비수도권,전북,전용면적 102㎡초과,2016,10,2324.0,704.0,저렴,2016-10-01
1085,비수도권,전남,전체,2016,10,1982.0,600.0,저렴,2016-10-01
1086,비수도권,전남,전용면적 60㎡이하,2016,10,2058.0,623.0,저렴,2016-10-01
1087,비수도권,전남,전용면적 60㎡초과 85㎡이하,2016,10,1984.0,601.0,저렴,2016-10-01
1088,비수도권,전남,전용면적 85㎡초과 102㎡이하,2016,10,2467.0,747.0,저렴,2016-10-01
1089,비수도권,전남,전용면적 102㎡초과,2016,10,2157.0,653.0,저렴,2016-10-01
1090,비수도권,경북,전체,2016,10,2294.0,695.0,저렴,2016-10-01
1091,비수도권,경북,전용면적 60㎡이하,2016,10,2277.0,690.0,저렴,2016-10-01
1092,비수도권,경북,전용면적 60㎡초과 85㎡이하,2016,10,2302.0,697.0,저렴,2016-10-01
1093,비수도권,경북,전용면적 85㎡초과 102㎡이하,2016,10,2653.0,803.0,보통,2016-10-01
1094,비수도권,경북,전용면적 102㎡초과,2016,10,2544.0,770.0,저렴,2016-10-01
1095,비수도권,경남,전체,2016,10,2412.0,730.0,저렴,2016-10-01
1096,비수도권,경남,전용면적 60㎡이하,2016,10,2495.0,756.0,저렴,2016-10-01
1097,비수도권,경남,전용면적 60㎡초과 85㎡이하,2016,10,2406.0,729.0,저렴,2016-10-01
1098,비수도권,경남,전용면적 85㎡초과 102㎡이하,2016,10,2870.0,869.0,보통,2016-10-01
1099,비수도권,경남,전용면적 102㎡초과,2016,10,2638.0,799.0,저렴,2016-10-01
1100,비수도권,제주,전체,2016,10,3083.0,934.0,보통,2016-10-01
1101,비수도권,제주,전용면적 60㎡이하,2016,10,4091.0,1239.0,보통,2016-10-01
1102,비수도권,제주,전용면적 60㎡초과 85㎡이하,2016,10,2994.0,907.0,보통,2016-10-01
1103,비수도권,제주,전용면적 85㎡초과 102㎡이하,2016,10,3157.0,956.0,보통,2016-10-01
1104,비수도권,제주,전용면적 102㎡초과,2016,10,3082.0,933.0,보통,2016-10-01
1105,수도권,서울,전체,2016,11,6370.0,1930.0,비쌈,2016-11-01
1106,수도권,서울,전용면적 60㎡이하,2016,11,6695.0,2028.0,비쌈,2016-11-01
1107,수도권,서울,전용면적 60㎡초과 85㎡이하,2016,11,6508.0,1972.0,비쌈,2016-11-01
1108,수도권,서울,전용면적 85㎡초과 102㎡이하,2016,11,6749.0,2045.0,비쌈,2016-11-01
1109,수도권,서울,전용면적 102㎡초과,2016,11,6350.0,1924.0,비쌈,2016-11-01
1110,수도권,인천,전체,2016,11,3151.0,954.0,보통,2016-11-01
1111,수도권,인천,전용면적 60㎡이하,2016,11,3121.0,945.0,보통,2016-11-01
1112,수도권,인천,전용면적 60㎡초과 85㎡이하,2016,11,3153.0,955.0,보통,2016-11-01
1113,수도권,인천,전용면적 85㎡초과 102㎡이하,2016,11,3311.0,1003.0,보통,2016-11-01
1114,수도권,인천,전용면적 102㎡초과,2016,11,4201.0,1273.0,보통,2016-11-01
1115,수도권,경기,전체,2016,11,3546.0,1074.0,보통,2016-11-01
1116,수도권,경기,전용면적 60㎡이하,2016,11,3650.0,1106.0,보통,2016-11-01
1117,수도권,경기,전용면적 60㎡초과 85㎡이하,2016,11,3497.0,1059.0,보통,2016-11-01
1118,수도권,경기,전용면적 85㎡초과 102㎡이하,2016,11,3439.0,1042.0,보통,2016-11-01
1119,수도권,경기,전용면적 102㎡초과,2016,11,4230.0,1281.0,보통,2016-11-01
1120,비수도권,부산,전체,2016,11,3083.0,934.0,보통,2016-11-01
1121,비수도권,부산,전용면적 60㎡이하,2016,11,3039.0,920.0,보통,2016-11-01
1122,비수도권,부산,전용면적 60㎡초과 85㎡이하,2016,11,3070.0,930.0,보통,2016-11-01
1123,비수도권,부산,전용면적 85㎡초과 102㎡이하,2016,11,3395.0,1028.0,보통,2016-11-01
1124,비수도권,부산,전용면적 102㎡초과,2016,11,3840.0,1163.0,보통,2016-11-01
1125,비수도권,대구,전체,2016,11,3109.0,942.0,보통,2016-11-01
1126,비수도권,대구,전용면적 60㎡이하,2016,11,3182.0,964.0,보통,2016-11-01
1127,비수도권,대구,전용면적 60㎡초과 85㎡이하,2016,11,3114.0,943.0,보통,2016-11-01
1128,비수도권,대구,전용면적 85㎡초과 102㎡이하,2016,11,3045.0,922.0,보통,2016-11-01
1129,비수도권,대구,전용면적 102㎡초과,2016,11,5014.0,1519.0,비쌈,2016-11-01
1130,비수도권,광주,전체,2016,11,2775.0,840.0,보통,2016-11-01
1131,비수도권,광주,전용면적 60㎡이하,2016,11,2559.0,775.0,저렴,2016-11-01
1132,비수도권,광주,전용면적 60㎡초과 85㎡이하,2016,11,2784.0,843.0,보통,2016-11-01
1133,비수도권,광주,전용면적 85㎡초과 102㎡이하,2016,11,2817.0,853.0,보통,2016-11-01
1134,비수도권,광주,전용면적 102㎡초과,2016,11,3273.0,991.0,보통,2016-11-01
1135,비수도권,대전,전체,2016,11,2685.0,813.0,보통,2016-11-01
1136,비수도권,대전,전용면적 60㎡이하,2016,11,2671.0,809.0,보통,2016-11-01
1137,비수도권,대전,전용면적 60㎡초과 85㎡이하,2016,11,2660.0,806.0,보통,2016-11-01
1138,비수도권,대전,전용면적 85㎡초과 102㎡이하,2016,11,2600.0,787.0,저렴,2016-11-01
1139,비수도권,대전,전용면적 102㎡초과,2016,11,4328.0,1311.0,보통,2016-11-01
1140,비수도권,울산,전체,2016,11,3260.0,987.0,보통,2016-11-01
1141,비수도권,울산,전용면적 60㎡이하,2016,11,2842.0,861.0,보통,2016-11-01
1142,비수도권,울산,전용면적 60㎡초과 85㎡이하,2016,11,3274.0,992.0,보통,2016-11-01
1143,비수도권,울산,전용면적 85㎡초과 102㎡이하,2016,11,,,False,2016-11-01
1144,비수도권,울산,전용면적 102㎡초과,2016,11,3195.0,968.0,보통,2016-11-01
1145,비수도권,세종,전체,2016,11,2702.0,818.0,보통,2016-11-01
1146,비수도권,세종,전용면적 60㎡이하,2016,11,2778.0,841.0,보통,2016-11-01
1147,비수도권,세종,전용면적 60㎡초과 85㎡이하,2016,11,2709.0,820.0,보통,2016-11-01
1148,비수도권,세종,전용면적 85㎡초과 102㎡이하,2016,11,2687.0,814.0,보통,2016-11-01
1149,비수도권,세종,전용면적 102㎡초과,2016,11,2670.0,809.0,보통,2016-11-01
1150,비수도권,강원,전체,2016,11,2071.0,627.0,저렴,2016-11-01
1151,비수도권,강원,전용면적 60㎡이하,2016,11,2017.0,611.0,저렴,2016-11-01
1152,비수도권,강원,전용면적 60㎡초과 85㎡이하,2016,11,2073.0,628.0,저렴,2016-11-01
1153,비수도권,강원,전용면적 85㎡초과 102㎡이하,2016,11,2031.0,615.0,저렴,2016-11-01
1154,비수도권,강원,전용면적 102㎡초과,2016,11,2191.0,663.0,저렴,2016-11-01
1155,비수도권,충북,전체,2016,11,2125.0,643.0,저렴,2016-11-01
1156,비수도권,충북,전용면적 60㎡이하,2016,11,2082.0,630.0,저렴,2016-11-01
1157,비수도권,충북,전용면적 60㎡초과 85㎡이하,2016,11,2144.0,649.0,저렴,2016-11-01
1158,비수도권,충북,전용면적 85㎡초과 102㎡이하,2016,11,2711.0,821.0,보통,2016-11-01
1159,비수도권,충북,전용면적 102㎡초과,2016,11,2221.0,673.0,저렴,2016-11-01
1160,비수도권,충남,전체,2016,11,2277.0,690.0,저렴,2016-11-01
1161,비수도권,충남,전용면적 60㎡이하,2016,11,2322.0,703.0,저렴,2016-11-01
1162,비수도권,충남,전용면적 60㎡초과 85㎡이하,2016,11,2278.0,690.0,저렴,2016-11-01
1163,비수도권,충남,전용면적 85㎡초과 102㎡이하,2016,11,2926.0,886.0,보통,2016-11-01
1164,비수도권,충남,전용면적 102㎡초과,2016,11,2685.0,813.0,보통,2016-11-01
1165,비수도권,전북,전체,2016,11,1928.0,584.0,저렴,2016-11-01
1166,비수도권,전북,전용면적 60㎡이하,2016,11,1942.0,588.0,저렴,2016-11-01
1167,비수도권,전북,전용면적 60㎡초과 85㎡이하,2016,11,1934.0,586.0,저렴,2016-11-01
1168,비수도권,전북,전용면적 85㎡초과 102㎡이하,2016,11,2305.0,698.0,저렴,2016-11-01
1169,비수도권,전북,전용면적 102㎡초과,2016,11,2321.0,703.0,저렴,2016-11-01
1170,비수도권,전남,전체,2016,11,2056.0,623.0,저렴,2016-11-01
1171,비수도권,전남,전용면적 60㎡이하,2016,11,2058.0,623.0,저렴,2016-11-01
1172,비수도권,전남,전용면적 60㎡초과 85㎡이하,2016,11,2058.0,623.0,저렴,2016-11-01
1173,비수도권,전남,전용면적 85㎡초과 102㎡이하,2016,11,2467.0,747.0,저렴,2016-11-01
1174,비수도권,전남,전용면적 102㎡초과,2016,11,2262.0,685.0,저렴,2016-11-01
1175,비수도권,경북,전체,2016,11,2294.0,695.0,저렴,2016-11-01
1176,비수도권,경북,전용면적 60㎡이하,2016,11,2290.0,693.0,저렴,2016-11-01
1177,비수도권,경북,전용면적 60㎡초과 85㎡이하,2016,11,2303.0,697.0,저렴,2016-11-01
1178,비수도권,경북,전용면적 85㎡초과 102㎡이하,2016,11,2690.0,815.0,보통,2016-11-01
1179,비수도권,경북,전용면적 102㎡초과,2016,11,2499.0,757.0,저렴,2016-11-01
1180,비수도권,경남,전체,2016,11,2359.0,714.0,저렴,2016-11-01
1181,비수도권,경남,전용면적 60㎡이하,2016,11,2496.0,756.0,저렴,2016-11-01
1182,비수도권,경남,전용면적 60㎡초과 85㎡이하,2016,11,2351.0,712.0,저렴,2016-11-01
1183,비수도권,경남,전용면적 85㎡초과 102㎡이하,2016,11,2872.0,870.0,보통,2016-11-01
1184,비수도권,경남,전용면적 102㎡초과,2016,11,2621.0,794.0,저렴,2016-11-01
1185,비수도권,제주,전체,2016,11,3107.0,941.0,보통,2016-11-01
1186,비수도권,제주,전용면적 60㎡이하,2016,11,4091.0,1239.0,보통,2016-11-01
1187,비수도권,제주,전용면적 60㎡초과 85㎡이하,2016,11,3024.0,916.0,보통,2016-11-01
1188,비수도권,제주,전용면적 85㎡초과 102㎡이하,2016,11,3157.0,956.0,보통,2016-11-01
1189,비수도권,제주,전용면적 102㎡초과,2016,11,3082.0,933.0,보통,2016-11-01
1190,수도권,서울,전체,2016,12,6443.0,1952.0,비쌈,2016-12-01
1191,수도권,서울,전용면적 60㎡이하,2016,12,6713.0,2034.0,비쌈,2016-12-01
1192,수도권,서울,전용면적 60㎡초과 85㎡이하,2016,12,6492.0,1967.0,비쌈,2016-12-01
1193,수도권,서울,전용면적 85㎡초과 102㎡이하,2016,12,7030.0,2130.0,비쌈,2016-12-01
1194,수도권,서울,전용면적 102㎡초과,2016,12,6771.0,2051.0,비쌈,2016-12-01
1195,수도권,인천,전체,2016,12,3132.0,949.0,보통,2016-12-01
1196,수도권,인천,전용면적 60㎡이하,2016,12,3181.0,963.0,보통,2016-12-01
1197,수도권,인천,전용면적 60㎡초과 85㎡이하,2016,12,3137.0,950.0,보통,2016-12-01
1198,수도권,인천,전용면적 85㎡초과 102㎡이하,2016,12,3275.0,992.0,보통,2016-12-01
1199,수도권,인천,전용면적 102㎡초과,2016,12,4201.0,1273.0,보통,2016-12-01
1200,수도권,경기,전체,2016,12,3555.0,1077.0,보통,2016-12-01
1201,수도권,경기,전용면적 60㎡이하,2016,12,3602.0,1091.0,보통,2016-12-01
1202,수도권,경기,전용면적 60㎡초과 85㎡이하,2016,12,3508.0,1063.0,보통,2016-12-01
1203,수도권,경기,전용면적 85㎡초과 102㎡이하,2016,12,3360.0,1018.0,보통,2016-12-01
1204,수도권,경기,전용면적 102㎡초과,2016,12,4229.0,1281.0,보통,2016-12-01
1205,비수도권,부산,전체,2016,12,3253.0,985.0,보통,2016-12-01
1206,비수도권,부산,전용면적 60㎡이하,2016,12,3030.0,918.0,보통,2016-12-01
1207,비수도권,부산,전용면적 60㎡초과 85㎡이하,2016,12,3249.0,984.0,보통,2016-12-01
1208,비수도권,부산,전용면적 85㎡초과 102㎡이하,2016,12,3354.0,1016.0,보통,2016-12-01
1209,비수도권,부산,전용면적 102㎡초과,2016,12,4214.0,1276.0,보통,2016-12-01
1210,비수도권,대구,전체,2016,12,3144.0,952.0,보통,2016-12-01
1211,비수도권,대구,전용면적 60㎡이하,2016,12,3500.0,1060.0,보통,2016-12-01
1212,비수도권,대구,전용면적 60㎡초과 85㎡이하,2016,12,3151.0,954.0,보통,2016-12-01
1213,비수도권,대구,전용면적 85㎡초과 102㎡이하,2016,12,3045.0,922.0,보통,2016-12-01
1214,비수도권,대구,전용면적 102㎡초과,2016,12,5014.0,1519.0,비쌈,2016-12-01
1215,비수도권,광주,전체,2016,12,2783.0,843.0,보통,2016-12-01
1216,비수도권,광주,전용면적 60㎡이하,2016,12,2557.0,774.0,저렴,2016-12-01
1217,비수도권,광주,전용면적 60㎡초과 85㎡이하,2016,12,2794.0,846.0,보통,2016-12-01
1218,비수도권,광주,전용면적 85㎡초과 102㎡이하,2016,12,2817.0,853.0,보통,2016-12-01
1219,비수도권,광주,전용면적 102㎡초과,2016,12,3273.0,991.0,보통,2016-12-01
1220,비수도권,대전,전체,2016,12,2685.0,813.0,보통,2016-12-01
1221,비수도권,대전,전용면적 60㎡이하,2016,12,2671.0,809.0,보통,2016-12-01
1222,비수도권,대전,전용면적 60㎡초과 85㎡이하,2016,12,2660.0,806.0,보통,2016-12-01
1223,비수도권,대전,전용면적 85㎡초과 102㎡이하,2016,12,2600.0,787.0,저렴,2016-12-01
1224,비수도권,대전,전용면적 102㎡초과,2016,12,4328.0,1311.0,보통,2016-12-01
1225,비수도권,울산,전체,2016,12,3260.0,987.0,보통,2016-12-01
1226,비수도권,울산,전용면적 60㎡이하,2016,12,2858.0,866.0,보통,2016-12-01
1227,비수도권,울산,전용면적 60㎡초과 85㎡이하,2016,12,3272.0,991.0,보통,2016-12-01
1228,비수도권,울산,전용면적 85㎡초과 102㎡이하,2016,12,,,False,2016-12-01
1229,비수도권,울산,전용면적 102㎡초과,2016,12,3177.0,962.0,보통,2016-12-01
