,광역권,지역명,규모구분,연도,월,분양가,평당분양가,평가,날짜
0,수도권,서울,전체,2015,10,5841.0,1770.0,비쌈,2015-10-01
1,수도권,서울,전용면적 60㎡이하,2015,10,5652.0,1712.0,비쌈,2015-10-01
2,수도권,서울,전용면적 60㎡초과 85㎡이하,2015,10,5882.0,1782.0,비쌈,2015-10-01
3,수도권,서울,전용면적 85㎡초과 102㎡이하,2015,10,5721.0,1733.0,비쌈,2015-10-01
4,수도권,서울,전용면적 102㎡초과,2015,10,5879.0,1781.0,비쌈,2015-10-01
5,수도권,인천,전체,2015,10,3163.0,958.0,보통,2015-10-01
6,수도권,인천,전용면적 60㎡이하,2015,10,3488.0,1056.0,보통,2015-10-01
7,수도권,인천,전용면적 60㎡초과 85㎡이하,2015,10,3119.0,945.0,보통,2015-10-01
8,수도권,인천,전용면적 85㎡초과 102㎡이하,2015,10,3545.0,1074.0,보통,2015-10-01
9,수도권,인천,전용면적 102㎡초과,2015,10,3408.0,1032.0,보통,2015-10-01
10,수도권,경기,전체,2015,10,3138.0,950.0,보통,2015-10-01
11,수도권,경기,전용면적 60㎡이하,2015,10,3126.0,947.0,보통,2015-10-01
12,수도권,경기,전용면적 60㎡초과 85㎡이하,2015,10,3239.0,981.0,보통,2015-10-01
13,수도권,경기,전용면적 85㎡초과 102㎡이하,2015,10,3496.0,1059.0,보통,2015-10-01
14,수도권,경기,전용면적 102㎡초과,2015,10,3680.0,1115.0,보통,2015-10-01
15,비수도권,부산,전체,2015,10,3112.0,943.0,보통,2015-10-01
16,비수도권,부산,전용면적 60㎡이하,2015,10,2950.0,893.0,보통,2015-10-01
17,비수도권,부산,전용면적 60㎡초과 85㎡이하,2015,10,2999.0,908.0,보통,2015-10-01
18,비수도권,부산,전용면적 85㎡초과 102㎡이하,2015,10,2957.0,896.0,보통,2015-10-01
19,비수도권,부산,전용면적 102㎡초과,2015,10,3500.0,1060.0,보통,2015-10-01
20,비수도권,대구,전체,2015,10,2682.0,812.0,보통,2015-10-01
21,비수도권,대구,전용면적 60㎡이하,2015,10,2614.0,792.0,저렴,2015-10-01
22,비수도권,대구,전용면적 60㎡초과 85㎡이하,2015,10,2696.0,816.0,보통,2015-10-01
23,비수도권,대구,전용면적 85㎡초과 102㎡이하,2015,10,2557.0,774.0,저렴,2015-10-01
24,비수도권,대구,전용면적 102㎡초과,2015,10,2598.0,787.0,저렴,2015-10-01
25,비수도권,광주,전체,2015,10,2420.0,733.0,저렴,2015-10-01
26,비수도권,광주,전용면적 60㎡이하,2015,10,2253.0,682.0,저렴,2015-10-01
27,비수도권,광주,전용면적 60㎡초과 85㎡이하,2015,10,2439.0,739.0,저렴,2015-10-01
28,비수도권,광주,전용면적 85㎡초과 102㎡이하,2015,10,,,False,2015-10-01
29,비수도권,광주,전용면적 102㎡초과,2015,10,,,False,2015-10-01
30,비수도권,대전,전체,2015,10,2454.0,743.0,저렴,2015-10-01
31,비수도권,대전,전용면적 60㎡이하,2015,10,2585.0,783.0,저렴,2015-10-01
32,비수도권,대전,전용면적 60㎡초과 85㎡이하,2015,10,2428.0,735.0,저렴,2015-10-01
33,비수도권,대전,전용면적 85㎡초과 102㎡이하,2015,10,2461.0,745.0,저렴,2015-10-01
34,비수도권,대전,전용면적 102㎡초과,2015,10,,,False,2015-10-01
35,비수도권,울산,전체,2015,10,3053.0,925.0,보통,2015-10-01
36,비수도권,울산,전용면적 60㎡이하,2015,10,2422.0,733.0,저렴,2015-10-01
37,비수도권,울산,전용면적 60㎡초과 85㎡이하,2015,10,3040.0,921.0,보통,2015-10-01
38,비수도권,울산,전용면적 85㎡초과 102㎡이하,2015,10,2951.0,894.0,보통,2015-10-01
39,비수도권,울산,전용면적 102㎡초과,2015,10,2690.0,815.0,보통,2015-10-01
40,비수도권,세종,전체,2015,10,2642.0,800.0,보통,2015-10-01
41,비수도권,세종,전용면적 60㎡이하,2015,10,2572.0,779.0,저렴,2015-10-01
42,비수도권,세종,전용면적 60㎡초과 85㎡이하,2015,10,2657.0,805.0,보통,2015-10-01
43,비수도권,세종,전용면적 85㎡초과 102㎡이하,2015,10,2644.0,801.0,보통,2015-10-01
44,비수도권,세종,전용면적 102㎡초과,2015,10,2692.0,815.0,보통,2015-10-01
45,비수도권,강원,전체,2015,10,2167.0,656.0,저렴,2015-10-01
46,비수도권,강원,전용면적 60㎡이하,2015,10,2286.0,692.0,저렴,2015-10-01
47,비수도권,강원,전용면적 60㎡초과 85㎡이하,2015,10,2212.0,670.0,저렴,2015-10-01
48,비수도권,강원,전용면적 85㎡초과 102㎡이하,2015,10,2061.0,624.0,저렴,2015-10-01
49,비수도권,강원,전용면적 102㎡초과,2015,10,2171.0,657.0,저렴,2015-10-01
50,비수도권,충북,전체,2015,10,2032.0,615.0,저렴,2015-10-01
51,비수도권,충북,전용면적 60㎡이하,2015,10,1919.0,581.0,저렴,2015-10-01
52,비수도권,충북,전용면적 60㎡초과 85㎡이하,2015,10,2033.0,616.0,저렴,2015-10-01
53,비수도권,충북,전용면적 85㎡초과 102㎡이하,2015,10,2102.0,636.0,저렴,2015-10-01
54,비수도권,충북,전용면적 102㎡초과,2015,10,2369.0,717.0,저렴,2015-10-01
55,비수도권,충남,전체,2015,10,2099.0,636.0,저렴,2015-10-01
56,비수도권,충남,전용면적 60㎡이하,2015,10,2206.0,668.0,저렴,2015-10-01
57,비수도권,충남,전용면적 60㎡초과 85㎡이하,2015,10,2101.0,636.0,저렴,2015-10-01
58,비수도권,충남,전용면적 85㎡초과 102㎡이하,2015,10,2743.0,831.0,보통,2015-10-01
59,비수도권,충남,전용면적 102㎡초과,2015,10,2442.0,740.0,저렴,2015-10-01
60,비수도권,전북,전체,2015,10,2054.0,622.0,저렴,2015-10-01
61,비수도권,전북,전용면적 60㎡이하,2015,10,2127.0,644.0,저렴,2015-10-01
62,비수도권,전북,전용면적 60㎡초과 85㎡이하,2015,10,2056.0,623.0,저렴,2015-10-01
63,비수도권,전북,전용면적 85㎡초과 102㎡이하,2015,10,2377.0,720.0,저렴,2015-10-01
64,비수도권,전북,전용면적 102㎡초과,2015,10,2250.0,681.0,저렴,2015-10-01
65,비수도권,전남,전체,2015,10,1925.0,583.0,저렴,2015-10-01
66,비수도권,전남,전용면적 60㎡이하,2015,10,1999.0,605.0,저렴,2015-10-01
67,비수도권,전남,전용면적 60㎡초과 85㎡이하,2015,10,1922.0,582.0,저렴,2015-10-01
68,비수도권,전남,전용면적 85㎡초과 102㎡이하,2015,10,2262.0,685.0,저렴,2015-10-01
69,비수도권,전남,전용면적 102㎡초과,2015,10,2292.0,694.0,저렴,2015-10-01
70,비수도권,경북,전체,2015,10,2148.0,650.0,저렴,2015-10-01
71,비수도권,경북,전용면적 60㎡이하,2015,10,2204.0,667.0,저렴,2015-10-01
72,비수도권,경북,전용면적 60㎡초과 85㎡이하,2015,10,2145.0,650.0,저렴,2015-10-01
73,비수도권,경북,전용면적 85㎡초과 102㎡이하,2015,10,2308.0,699.0,저렴,2015-10-01
74,비수도권,경북,전용면적 102㎡초과,2015,10,2222.0,673.0,저렴,2015-10-01
75,비수도권,경남,전체,2015,10,2291.0,694.0,저렴,2015-10-01
76,비수도권,경남,전용면적 60㎡이하,2015,10,2239.0,678.0,저렴,2015-10-01
77,비수도권,경남,전용면적 60㎡초과 85㎡이하,2015,10,2305.0,698.0,저렴,2015-10-01
78,비수도권,경남,전용면적 85㎡초과 102㎡이하,2015,10,2890.0,875.0,보통,2015-10-01
79,비수도권,경남,전용면적 102㎡초과,2015,10,3014.0,913.0,보통,2015-10-01
80,비수도권,제주,전체,2015,10,2232.0,676.0,저렴,2015-10-01
81,비수도권,제주,전용면적 60㎡이하,2015,10,,,False,2015-10-01
82,비수도권,제주,전용면적 60㎡초과 85㎡이하,2015,10,2225.0,674.0,저렴,2015-10-01
83,비수도권,제주,전용면적 85㎡초과 102㎡이하,2015,10,2583.0,782.0,저렴,2015-10-01
84,비수도권,제주,전용면적 102㎡초과,2015,10,2574.0,780.0,저렴,2015-10-01
85,수도권,서울,전체,2015,11,6050.0,1833.0,비쌈,2015-11-01
86,수도권,서울,전용면적 60㎡이하,2015,11,6320.0,1915.0,비쌈,2015-11-01
87,수도권,서울,전용면적 60㎡초과 85㎡이하,2015,11,5964.0,1807.0,비쌈,2015-11-01
88,수도권,서울,전용면적 85㎡초과 102㎡이하,2015,11,7092.0,2149.0,비쌈,2015-11-01
89,수도권,서울,전용면적 102㎡초과,2015,11,6551.0,1985.0,비쌈,2015-11-01
90,수도권,인천,전체,2015,11,3184.0,964.0,보통,2015-11-01
91,수도권,인천,전용면적 60㎡이하,2015,11,3328.0,1008.0,보통,2015-11-01
92,수도권,인천,전용면적 60㎡초과 85㎡이하,2015,11,3119.0,945.0,보통,2015-11-01
93,수도권,인천,전용면적 85㎡초과 102㎡이하,2015,11,3545.0,1074.0,보통,2015-11-01
94,수도권,인천,전용면적 102㎡초과,2015,11,3408.0,1032.0,보통,2015-11-01
95,수도권,경기,전체,2015,11,3098.0,938.0,보통,2015-11-01
96,수도권,경기,전용면적 60㎡이하,2015,11,3079.0,933.0,보통,2015-11-01
97,수도권,경기,전용면적 60㎡초과 85㎡이하,2015,11,3202.0,970.0,보통,2015-11-01
98,수도권,경기,전용면적 85㎡초과 102㎡이하,2015,11,3391.0,1027.0,보통,2015-11-01
99,수도권,경기,전용면적 102㎡초과,2015,11,3724.0,1128.0,보통,2015-11-01
100,비수도권,부산,전체,2015,11,3131.0,948.0,보통,2015-11-01
101,비수도권,부산,전용면적 60㎡이하,2015,11,2982.0,903.0,보통,2015-11-01
102,비수도권,부산,전용면적 60㎡초과 85㎡이하,2015,11,3037.0,920.0,보통,2015-11-01
103,비수도권,부산,전용면적 85㎡초과 102㎡이하,2015,11,2957.0,896.0,보통,2015-11-01
104,비수도권,부산,전용면적 102㎡초과,2015,11,3739.0,1133.0,보통,2015-11-01
105,비수도권,대구,전체,2015,11,2749.0,833.0,보통,2015-11-01
106,비수도권,대구,전용면적 60㎡이하,2015,11,2503.0,758.0,저렴,2015-11-01
107,비수도권,대구,전용면적 60㎡초과 85㎡이하,2015,11,2806.0,850.0,보통,2015-11-01
108,비수도권,대구,전용면적 85㎡초과 102㎡이하,2015,11,2557.0,774.0,저렴,2015-11-01
109,비수도권,대구,전용면적 102㎡초과,2015,11,2743.0,831.0,보통,2015-11-01
110,비수도권,광주,전체,2015,11,2424.0,734.0,저렴,2015-11-01
111,비수도권,광주,전용면적 60㎡이하,2015,11,2251.0,682.0,저렴,2015-11-01
112,비수도권,광주,전용면적 60㎡초과 85㎡이하,2015,11,2444.0,740.0,저렴,2015-11-01
113,비수도권,광주,전용면적 85㎡초과 102㎡이하,2015,11,,,False,2015-11-01
114,비수도권,광주,전용면적 102㎡초과,2015,11,,,False,2015-11-01
115,비수도권,대전,전체,2015,11,2454.0,743.0,저렴,2015-11-01
116,비수도권,대전,전용면적 60㎡이하,2015,11,2585.0,783.0,저렴,2015-11-01
117,비수도권,대전,전용면적 60㎡초과 85㎡이하,2015,11,2428.0,735.0,저렴,2015-11-01
118,비수도권,대전,전용면적 85㎡초과 102㎡이하,2015,11,2461.0,745.0,저렴,2015-11-01
119,비수도권,대전,전용면적 102㎡초과,2015,11,,,False,2015-11-01
120,비수도권,울산,전체,2015,11,3043.0,922.0,보통,2015-11-01
121,비수도권,울산,전용면적 60㎡이하,2015,11,2584.0,783.0,저렴,2015-11-01
122,비수도권,울산,전용면적 60㎡초과 85㎡이하,2015,11,3048.0,923.0,보통,2015-11-01
123,비수도권,울산,전용면적 85㎡초과 102㎡이하,2015,11,2663.0,806.0,보통,2015-11-01
124,비수도권,울산,전용면적 102㎡초과,2015,11,2874.0,870.0,보통,2015-11-01
125,비수도권,세종,전체,2015,11,2648.0,802.0,보통,2015-11-01
126,비수도권,세종,전용면적 60㎡이하,2015,11,2572.0,779.0,저렴,2015-11-01
127,비수도권,세종,전용면적 60㎡초과 85㎡이하,2015,11,2666.0,807.0,보통,2015-11-01
128,비수도권,세종,전용면적 85㎡초과 102㎡이하,2015,11,2644.0,801.0,보통,2015-11-01
129,비수도권,세종,전용면적 102㎡초과,2015,11,2749.0,833.0,보통,2015-11-01
130,비수도권,강원,전체,2015,11,2171.0,657.0,저렴,2015-11-01
131,비수도권,강원,전용면적 60㎡이하,2015,11,2292.0,694.0,저렴,2015-11-01
132,비수도권,강원,전용면적 60㎡초과 85㎡이하,2015,11,2193.0,664.0,저렴,2015-11-01
133,비수도권,강원,전용면적 85㎡초과 102㎡이하,2015,11,2061.0,624.0,저렴,2015-11-01
134,비수도권,강원,전용면적 102㎡초과,2015,11,2171.0,657.0,저렴,2015-11-01
135,비수도권,충북,전체,2015,11,2004.0,607.0,저렴,2015-11-01
136,비수도권,충북,전용면적 60㎡이하,2015,11,1921.0,582.0,저렴,2015-11-01
137,비수도권,충북,전용면적 60㎡초과 85㎡이하,2015,11,2015.0,610.0,저렴,2015-11-01
138,비수도권,충북,전용면적 85㎡초과 102㎡이하,2015,11,1868.0,566.0,저렴,2015-11-01
139,비수도권,충북,전용면적 102㎡초과,2015,11,2277.0,690.0,저렴,2015-11-01
140,비수도권,충남,전체,2015,11,2100.0,636.0,저렴,2015-11-01
141,비수도권,충남,전용면적 60㎡이하,2015,11,2214.0,670.0,저렴,2015-11-01
142,비수도권,충남,전용면적 60㎡초과 85㎡이하,2015,11,2105.0,637.0,저렴,2015-11-01
143,비수도권,충남,전용면적 85㎡초과 102㎡이하,2015,11,2523.0,764.0,저렴,2015-11-01
144,비수도권,충남,전용면적 102㎡초과,2015,11,2468.0,747.0,저렴,2015-11-01
145,비수도권,전북,전체,2015,11,2057.0,623.0,저렴,2015-11-01
146,비수도권,전북,전용면적 60㎡이하,2015,11,2129.0,645.0,저렴,2015-11-01
147,비수도권,전북,전용면적 60㎡초과 85㎡이하,2015,11,2057.0,623.0,저렴,2015-11-01
148,비수도권,전북,전용면적 85㎡초과 102㎡이하,2015,11,2377.0,720.0,저렴,2015-11-01
149,비수도권,전북,전용면적 102㎡초과,2015,11,2282.0,691.0,저렴,2015-11-01
150,비수도권,전남,전체,2015,11,1909.0,578.0,저렴,2015-11-01
151,비수도권,전남,전용면적 60㎡이하,2015,11,1999.0,605.0,저렴,2015-11-01
152,비수도권,전남,전용면적 60㎡초과 85㎡이하,2015,11,1906.0,577.0,저렴,2015-11-01
153,비수도권,전남,전용면적 85㎡초과 102㎡이하,2015,11,2262.0,685.0,저렴,2015-11-01
154,비수도권,전남,전용면적 102㎡초과,2015,11,2176.0,659.0,저렴,2015-11-01
155,비수도권,경북,전체,2015,11,2190.0,663.0,저렴,2015-11-01
156,비수도권,경북,전용면적 60㎡이하,2015,11,2210.0,669.0,저렴,2015-11-01
157,비수도권,경북,전용면적 60㎡초과 85㎡이하,2015,11,2186.0,662.0,저렴,2015-11-01
158,비수도권,경북,전용면적 85㎡초과 102㎡이하,2015,11,2516.0,762.0,저렴,2015-11-01
159,비수도권,경북,전용면적 102㎡초과,2015,11,2370.0,718.0,저렴,2015-11-01
160,비수도권,경남,전체,2015,11,2298.0,696.0,저렴,2015-11-01
161,비수도권,경남,전용면적 60㎡이하,2015,11,2200.0,666.0,저렴,2015-11-01
162,비수도권,경남,전용면적 60㎡초과 85㎡이하,2015,11,2322.0,703.0,저렴,2015-11-01
163,비수도권,경남,전용면적 85㎡초과 102㎡이하,2015,11,2980.0,903.0,보통,2015-11-01
164,비수도권,경남,전용면적 102㎡초과,2015,11,3043.0,922.0,보통,2015-11-01
165,비수도권,제주,전체,2015,11,2232.0,676.0,저렴,2015-11-01
166,비수도권,제주,전용면적 60㎡이하,2015,11,,,False,2015-11-01
167,비수도권,제주,전용면적 60㎡초과 85㎡이하,2015,11,2225.0,674.0,저렴,2015-11-01
168,비수도권,제주,전용면적 85㎡초과 102㎡이하,2015,11,2583.0,782.0,저렴,2015-11-01
169,비수도권,제주,전용면적 102㎡초과,2015,11,2574.0,780.0,저렴,2015-11-01
170,수도권,서울,전체,2015,12,6041.0,1830.0,비쌈,2015-12-01
171,수도권,서울,전용면적 60㎡이하,2015,12,6321.0,1915.0,비쌈,2015-12-01
172,수도권,서울,전용면적 60㎡초과 85㎡이하,2015,12,5966.0,1807.0,비쌈,2015-12-01
173,수도권,서울,전용면적 85㎡초과 102㎡이하,2015,12,6513.0,1973.0,비쌈,2015-12-01
174,수도권,서울,전용면적 102㎡초과,2015,12,6551.0,1985.0,비쌈,2015-12-01
175,수도권,인천,전체,2015,12,3184.0,964.0,보통,2015-12-01
176,수도권,인천,전용면적 60㎡이하,2015,12,3328.0,1008.0,보통,2015-12-01
177,수도권,인천,전용면적 60㎡초과 85㎡이하,2015,12,3119.0,945.0,보통,2015-12-01
178,수도권,인천,전용면적 85㎡초과 102㎡이하,2015,12,3545.0,1074.0,보통,2015-12-01
179,수도권,인천,전용면적 102㎡초과,2015,12,3408.0,1032.0,보통,2015-12-01
180,수도권,경기,전체,2015,12,3198.0,969.0,보통,2015-12-01
181,수도권,경기,전용면적 60㎡이하,2015,12,3293.0,997.0,보통,2015-12-01
182,수도권,경기,전용면적 60㎡초과 85㎡이하,2015,12,3314.0,1004.0,보통,2015-12-01
183,수도권,경기,전용면적 85㎡초과 102㎡이하,2015,12,3449.0,1045.0,보통,2015-12-01
184,수도권,경기,전용면적 102㎡초과,2015,12,3850.0,1166.0,보통,2015-12-01
185,비수도권,부산,전체,2015,12,3127.0,947.0,보통,2015-12-01
186,비수도권,부산,전용면적 60㎡이하,2015,12,2951.0,894.0,보통,2015-12-01
187,비수도권,부산,전용면적 60㎡초과 85㎡이하,2015,12,3032.0,918.0,보통,2015-12-01
188,비수도권,부산,전용면적 85㎡초과 102㎡이하,2015,12,2957.0,896.0,보통,2015-12-01
189,비수도권,부산,전용면적 102㎡초과,2015,12,3739.0,1133.0,보통,2015-12-01
190,비수도권,대구,전체,2015,12,2962.0,897.0,보통,2015-12-01
191,비수도권,대구,전용면적 60㎡이하,2015,12,3282.0,994.0,보통,2015-12-01
192,비수도권,대구,전용면적 60㎡초과 85㎡이하,2015,12,2971.0,900.0,보통,2015-12-01
193,비수도권,대구,전용면적 85㎡초과 102㎡이하,2015,12,2532.0,767.0,저렴,2015-12-01
194,비수도권,대구,전용면적 102㎡초과,2015,12,2743.0,831.0,보통,2015-12-01
195,비수도권,광주,전체,2015,12,2476.0,750.0,저렴,2015-12-01
196,비수도권,광주,전용면적 60㎡이하,2015,12,2395.0,725.0,저렴,2015-12-01
197,비수도권,광주,전용면적 60㎡초과 85㎡이하,2015,12,2489.0,754.0,저렴,2015-12-01
198,비수도권,광주,전용면적 85㎡초과 102㎡이하,2015,12,,,False,2015-12-01
199,비수도권,광주,전용면적 102㎡초과,2015,12,,,False,2015-12-01
200,비수도권,대전,전체,2015,12,2454.0,743.0,저렴,2015-12-01
201,비수도권,대전,전용면적 60㎡이하,2015,12,2585.0,783.0,저렴,2015-12-01
202,비수도권,대전,전용면적 60㎡초과 85㎡이하,2015,12,2428.0,735.0,저렴,2015-12-01
203,비수도권,대전,전용면적 85㎡초과 102㎡이하,2015,12,2461.0,745.0,저렴,2015-12-01
204,비수도권,대전,전용면적 102㎡초과,2015,12,,,False,2015-12-01
205,비수도권,울산,전체,2015,12,3043.0,922.0,보통,2015-12-01
206,비수도권,울산,전용면적 60㎡이하,2015,12,2584.0,783.0,저렴,2015-12-01
207,비수도권,울산,전용면적 60㎡초과 85㎡이하,2015,12,3048.0,923.0,보통,2015-12-01
208,비수도권,울산,전용면적 85㎡초과 102㎡이하,2015,12,2663.0,806.0,보통,2015-12-01
209,비수도권,울산,전용면적 102㎡초과,2015,12,2874.0,870.0,보통,2015-12-01
210,비수도권,세종,전체,2015,12,2665.0,807.0,보통,2015-12-01
211,비수도권,세종,전용면적 60㎡이하,2015,12,2601.0,788.0,저렴,2015-12-01
212,비수도권,세종,전용면적 60㎡초과 85㎡이하,2015,12,2676.0,810.0,보통,2015-12-01
213,비수도권,세종,전용면적 85㎡초과 102㎡이하,2015,12,2661.0,806.0,보통,2015-12-01
214,비수도권,세종,전용면적 102㎡초과,2015,12,2752.0,833.0,보통,2015-12-01
215,비수도권,강원,전체,2015,12,2171.0,657.0,저렴,2015-12-01
216,비수도권,강원,전용면적 60㎡이하,2015,12,2292.0,694.0,저렴,2015-12-01
217,비수도권,강원,전용면적 60㎡초과 85㎡이하,2015,12,2193.0,664.0,저렴,2015-12-01
218,비수도권,강원,전용면적 85㎡초과 102㎡이하,2015,12,2061.0,624.0,저렴,2015-12-01
219,비수도권,강원,전용면적 102㎡초과,2015,12,2171.0,657.0,저렴,2015-12-01
220,비수도권,충북,전체,2015,12,2005.0,607.0,저렴,2015-12-01
221,비수도권,충북,전용면적 60㎡이하,2015,12,1941.0,588.0,저렴,2015-12-01
222,비수도권,충북,전용면적 60㎡초과 85㎡이하,2015,12,2017.0,611.0,저렴,2015-12-01
223,비수도권,충북,전용면적 85㎡초과 102㎡이하,2015,12,2276.0,689.0,저렴,2015-12-01
224,비수도권,충북,전용면적 102㎡초과,2015,12,2261.0,685.0,저렴,2015-12-01
225,비수도권,충남,전체,2015,12,2269.0,687.0,저렴,2015-12-01
226,비수도권,충남,전용면적 60㎡이하,2015,12,2438.0,738.0,저렴,2015-12-01
227,비수도권,충남,전용면적 60㎡초과 85㎡이하,2015,12,2279.0,690.0,저렴,2015-12-01
228,비수도권,충남,전용면적 85㎡초과 102㎡이하,2015,12,2523.0,764.0,저렴,2015-12-01
229,비수도권,충남,전용면적 102㎡초과,2015,12,2444.0,740.0,저렴,2015-12-01
230,비수도권,전북,전체,2015,12,1983.0,600.0,저렴,2015-12-01
231,비수도권,전북,전용면적 60㎡이하,2015,12,1925.0,583.0,저렴,2015-12-01
232,비수도권,전북,전용면적 60㎡초과 85㎡이하,2015,12,1987.0,602.0,저렴,2015-12-01
233,비수도권,전북,전용면적 85㎡초과 102㎡이하,2015,12,2377.0,720.0,저렴,2015-12-01
234,비수도권,전북,전용면적 102㎡초과,2015,12,2282.0,691.0,저렴,2015-12-01
235,비수도권,전남,전체,2015,12,1909.0,578.0,저렴,2015-12-01
236,비수도권,전남,전용면적 60㎡이하,2015,12,1999.0,605.0,저렴,2015-12-01
237,비수도권,전남,전용면적 60㎡초과 85㎡이하,2015,12,1906.0,577.0,저렴,2015-12-01
238,비수도권,전남,전용면적 85㎡초과 102㎡이하,2015,12,2262.0,685.0,저렴,2015-12-01
239,비수도권,전남,전용면적 102㎡초과,2015,12,2176.0,659.0,저렴,2015-12-01
240,비수도권,경북,전체,2015,12,2181.0,660.0,저렴,2015-12-01
241,비수도권,경북,전용면적 60㎡이하,2015,12,2178.0,660.0,저렴,2015-12-01
242,비수도권,경북,전용면적 60㎡초과 85㎡이하,2015,12,2184.0,661.0,저렴,2015-12-01
243,비수도권,경북,전용면적 85㎡초과 102㎡이하,2015,12,2516.0,762.0,저렴,2015-12-01
244,비수도권,경북,전용면적 102㎡초과,2015,12,2370.0,718.0,저렴,2015-12-01
245,비수도권,경남,전체,2015,12,2307.0,699.0,저렴,2015-12-01
246,비수도권,경남,전용면적 60㎡이하,2015,12,2280.0,690.0,저렴,2015-12-01
247,비수도권,경남,전용면적 60㎡초과 85㎡이하,2015,12,2329.0,705.0,저렴,2015-12-01
248,비수도권,경남,전용면적 85㎡초과 102㎡이하,2015,12,2934.0,889.0,보통,2015-12-01
249,비수도권,경남,전용면적 102㎡초과,2015,12,3019.0,914.0,보통,2015-12-01
250,비수도권,제주,전체,2015,12,2268.0,687.0,저렴,2015-12-01
251,비수도권,제주,전용면적 60㎡이하,2015,12,,,False,2015-12-01
252,비수도권,제주,전용면적 60㎡초과 85㎡이하,2015,12,2260.0,684.0,저렴,2015-12-01
253,비수도권,제주,전용면적 85㎡초과 102㎡이하,2015,12,2583.0,782.0,저렴,2015-12-01
254,비수도권,제주,전용면적 102㎡초과,2015,12,2574.0,780.0,저렴,2015-12-01
255,수도권,서울,전체,2016,1,6108.0,1850.0,비쌈,2016-01-01
256,수도권,서울,전용면적 60㎡이하,2016,1,6427.0,1947.0,비쌈,2016-01-01
257,수도권,서울,전용면적 60㎡초과 85㎡이하,2016,1,6036.0,1829.0,비쌈,2016-01-01
258,수도권,서울,전용면적 85㎡초과 102㎡이하,2016,1,6513.0,1973.0,비쌈,2016-01-01
259,수도권,서울,전용면적 102㎡초과,2016,1,6551.0,1985.0,비쌈,2016-01-01
260,수도권,인천,전체,2016,1,3191.0,966.0,보통,2016-01-01
261,수도권,인천,전용면적 60㎡이하,2016,1,3328.0,1008.0,보통,2016-01-01
262,수도권,인천,전용면적 60㎡초과 85㎡이하,2016,1,3110.0,942.0,보통,2016-01-01
263,수도권,인천,전용면적 85㎡초과 102㎡이하,2016,1,3545.0,1074.0,보통,2016-01-01
264,수도권,인천,전용면적 102㎡초과,2016,1,3408.0,1032.0,보통,2016-01-01
265,수도권,경기,전체,2016,1,3198.0,969.0,보통,2016-01-01
266,수도권,경기,전용면적 60㎡이하,2016,1,3293.0,997.0,보통,2016-01-01
267,수도권,경기,전용면적 60㎡초과 85㎡이하,2016,1,3313.0,1003.0,보통,2016-01-01
268,수도권,경기,전용면적 85㎡초과 102㎡이하,2016,1,3450.0,1045.0,보통,2016-01-01
269,수도권,경기,전용면적 102㎡초과,2016,1,3850.0,1166.0,보통,2016-01-01
270,비수도권,부산,전체,2016,1,3152.0,955.0,보통,2016-01-01
271,비수도권,부산,전용면적 60㎡이하,2016,1,2951.0,894.0,보통,2016-01-01
272,비수도권,부산,전용면적 60㎡초과 85㎡이하,2016,1,3057.0,926.0,보통,2016-01-01
273,비수도권,부산,전용면적 85㎡초과 102㎡이하,2016,1,2957.0,896.0,보통,2016-01-01
274,비수도권,부산,전용면적 102㎡초과,2016,1,3812.0,1155.0,보통,2016-01-01
275,비수도권,대구,전체,2016,1,3086.0,935.0,보통,2016-01-01
276,비수도권,대구,전용면적 60㎡이하,2016,1,3341.0,1012.0,보통,2016-01-01
277,비수도권,대구,전용면적 60㎡초과 85㎡이하,2016,1,3103.0,940.0,보통,2016-01-01
278,비수도권,대구,전용면적 85㎡초과 102㎡이하,2016,1,2532.0,767.0,저렴,2016-01-01
279,비수도권,대구,전용면적 102㎡초과,2016,1,2743.0,831.0,보통,2016-01-01
280,비수도권,광주,전체,2016,1,2569.0,778.0,저렴,2016-01-01
281,비수도권,광주,전용면적 60㎡이하,2016,1,2395.0,725.0,저렴,2016-01-01
282,비수도권,광주,전용면적 60㎡초과 85㎡이하,2016,1,2582.0,782.0,저렴,2016-01-01
283,비수도권,광주,전용면적 85㎡초과 102㎡이하,2016,1,,,False,2016-01-01
284,비수도권,광주,전용면적 102㎡초과,2016,1,,,False,2016-01-01
285,비수도권,대전,전체,2016,1,2454.0,743.0,저렴,2016-01-01
286,비수도권,대전,전용면적 60㎡이하,2016,1,2585.0,783.0,저렴,2016-01-01
287,비수도권,대전,전용면적 60㎡초과 85㎡이하,2016,1,2428.0,735.0,저렴,2016-01-01
288,비수도권,대전,전용면적 85㎡초과 102㎡이하,2016,1,2461.0,745.0,저렴,2016-01-01
289,비수도권,대전,전용면적 102㎡초과,2016,1,,,False,2016-01-01
290,비수도권,울산,전체,2016,1,3046.0,923.0,보통,2016-01-01
291,비수도권,울산,전용면적 60㎡이하,2016,1,2584.0,783.0,저렴,2016-01-01
292,비수도권,울산,전용면적 60㎡초과 85㎡이하,2016,1,3053.0,925.0,보통,2016-01-01
293,비수도권,울산,전용면적 85㎡초과 102㎡이하,2016,1,2663.0,806.0,보통,2016-01-01
294,비수도권,울산,전용면적 102㎡초과,2016,1,2874.0,870.0,보통,2016-01-01
295,비수도권,세종,전체,2016,1,2665.0,807.0,보통,2016-01-01
